Date,S&P500,Bond Rate
11/29/2021,"4,655.27",0.038
11/26/2021,"4,594.62",0.043
11/24/2021,"4,701.46",0.05
11/23/2021,"4,690.70",0.045
11/22/2021,"4,682.94",0.04
11/19/2021,"4,697.96",0.045
11/18/2021,"4,704.54",0.045
11/17/2021,"4,688.67",0.045
11/16/2021,"4,700.90",0.04
11/15/2021,"4,682.80",0.038
11/12/2021,"4,682.85",0.043
11/11/2021,"4,649.27",0.04
11/10/2021,"4,646.71",0.045
11/9/2021,"4,685.25",0.04
11/8/2021,"4,701.70",0.035
11/5/2021,"4,697.53",0.04
11/4/2021,"4,680.06",0.035
11/3/2021,"4,660.57",0.045
11/2/2021,"4,630.65",0.045
11/1/2021,"4,613.67",0.04
10/29/2021,"4,605.38",0.048
10/28/2021,"4,596.42",0.048
10/27/2021,"4,551.68",0.05
10/26/2021,"4,574.79",0.05
10/25/2021,"4,566.48",0.05
10/22/2021,"4,544.90",0.05
10/21/2021,"4,549.78",0.05
10/20/2021,"4,536.19",0.05
10/19/2021,"4,519.63",0.05
10/18/2021,"4,486.46",0.043
10/15/2021,"4,471.37",0.038
10/14/2021,"4,438.26",0.04
10/13/2021,"4,363.80",0.045
10/12/2021,"4,350.65",0.04
10/11/2021,"4,361.19",0.04
10/8/2021,"4,391.34",0.04
10/7/2021,"4,399.76",0.04
10/6/2021,"4,363.55",0.04
10/5/2021,"4,345.72",0.035
10/4/2021,"4,300.46",0.028
10/1/2021,"4,357.04",0.028
9/30/2021,"4,307.54",0.028
9/29/2021,"4,359.46",0.03
9/28/2021,"4,352.63",0.03
9/27/2021,"4,443.11",0.025
9/24/2021,"4,455.48",0.025
9/23/2021,"4,448.98",0.025
9/22/2021,"4,395.64",0.025
9/21/2021,"4,354.19",0.02
9/20/2021,"4,357.73",0.025
9/17/2021,"4,432.99",0.028
9/16/2021,"4,473.75",0.03
9/15/2021,"4,480.70",0.035
9/14/2021,"4,443.05",0.035
9/13/2021,"4,468.73",0.038
9/10/2021,"4,458.58",0.038
9/9/2021,"4,493.28",0.038
9/8/2021,"4,514.07",0.04
9/7/2021,"4,520.03",0.035
9/3/2021,"4,535.43",0.04
9/2/2021,"4,536.95",0.04
9/1/2021,"4,524.09",0.04
8/31/2021,"4,522.68",0.04
8/30/2021,"4,528.79",0.038
8/27/2021,"4,509.37",0.043
8/26/2021,"4,470.00",0.043
8/25/2021,"4,496.19",0.045
8/24/2021,"4,486.23",0.048
8/23/2021,"4,479.53",0.04
8/20/2021,"4,441.67",0.043
8/19/2021,"4,405.80",0.043
8/18/2021,"4,400.27",0.055
8/17/2021,"4,448.08",0.063
8/16/2021,"4,479.71",0.058
8/13/2021,"4,468.00",0.045
8/12/2021,"4,460.83",0.043
8/11/2021,"4,442.41",0.045
8/10/2021,"4,436.75",0.05
8/9/2021,"4,432.35",0.045
8/6/2021,"4,436.52",0.043
8/5/2021,"4,429.10",0.043
8/4/2021,"4,402.66",0.045
8/3/2021,"4,423.15",0.045
8/2/2021,"4,387.16",0.038
7/30/2021,"4,395.26",0.04
7/29/2021,"4,419.15",0.04
7/28/2021,"4,400.64",0.045
7/27/2021,"4,401.46",0.045
7/26/2021,"4,422.30",0.04
7/23/2021,"4,411.79",0.045
7/22/2021,"4,367.48",0.043
7/21/2021,"4,358.69",0.045
7/20/2021,"4,323.06",0.045
7/19/2021,"4,258.49",0.04
7/16/2021,"4,327.16",0.038
7/15/2021,"4,360.03",0.038
7/14/2021,"4,374.30",0.045
7/13/2021,"4,369.21",0.045
7/12/2021,"4,384.63",0.043
7/9/2021,"4,369.55",0.043
7/8/2021,"4,320.82",0.043
7/7/2021,"4,358.13",0.043
7/6/2021,"4,343.54",0.04
7/2/2021,"4,352.34",0.038
7/1/2021,"4,319.94",0.04
6/30/2021,"4,297.50",0.04
6/29/2021,"4,291.80",0.04
6/28/2021,"4,290.61",0.04
6/25/2021,"4,280.70",0.043
6/24/2021,"4,266.49",0.043
6/23/2021,"4,241.84",0.04
6/22/2021,"4,246.44",0.038
6/21/2021,"4,224.79",0.03
6/18/2021,"4,166.45",0.028
6/17/2021,"4,221.86",0.028
6/16/2021,"4,223.70",0.028
6/15/2021,"4,246.59",0.02
6/14/2021,"4,255.15",0.015
6/11/2021,"4,247.44",0.018
6/10/2021,"4,239.18",0.02
6/9/2021,"4,219.55",0.02
6/8/2021,"4,227.26",0.02
6/7/2021,"4,226.52",0.018
6/4/2021,"4,229.89",0.015
6/3/2021,"4,192.85",0.015
6/2/2021,"4,208.12",0.015
6/1/2021,"4,202.04",0.01
5/28/2021,"4,204.11",0.008
5/27/2021,"4,200.88",0.005
5/26/2021,"4,195.99",0.005
5/25/2021,"4,188.13",0.01
5/24/2021,"4,197.05",0.003
5/21/2021,"4,155.86",0.003
5/20/2021,"4,159.12",0.003
5/19/2021,"4,115.68",0.005
5/18/2021,"4,127.83",0.01
5/17/2021,"4,163.29",0.005
5/14/2021,"4,173.85",0.005
5/13/2021,"4,112.50",0.008
5/12/2021,"4,063.04",0.01
5/11/2021,"4,152.10",0.01
5/10/2021,"4,188.43",0.005
5/7/2021,"4,232.60",0.008
5/6/2021,"4,201.62",0.008
5/5/2021,"4,167.59",0.008
5/4/2021,"4,164.66",0.01
5/3/2021,"4,192.66",0.005
4/30/2021,"4,181.17",0.003
4/29/2021,"4,211.47",0.008
4/28/2021,"4,183.18",0.008
4/27/2021,"4,186.72",0.01
4/26/2021,"4,187.62",0.008
4/23/2021,"4,180.17",0.015
4/22/2021,"4,134.98",0.015
4/21/2021,"4,173.42",0.013
4/20/2021,"4,134.94",0.015
4/19/2021,"4,163.26",0.015
4/16/2021,"4,185.47",0.008
4/15/2021,"4,170.42",0.01
4/14/2021,"4,124.66",0.015
4/13/2021,"4,141.59",0.015
4/12/2021,"4,127.99",0.01
4/9/2021,"4,128.80",0.003
4/8/2021,"4,097.17",0.005
4/7/2021,"4,079.95",0.01
4/6/2021,"4,073.94",0.015
4/5/2021,"4,077.91",0.015
4/1/2021,"4,019.87",0.008
3/31/2021,"3,972.89",0.013
3/30/2021,"3,958.55",0.013
3/29/2021,"3,971.09",0.008
3/26/2021,"3,974.54",0.015
3/25/2021,"3,909.52",0.015
3/24/2021,"3,889.14",0.015
3/23/2021,"3,910.52",0.01
3/22/2021,"3,940.59",0.005
3/19/2021,"3,913.10",0.005
3/18/2021,"3,915.46",0.003
3/17/2021,"3,974.12",0.008
3/16/2021,"3,962.71",0.008
3/15/2021,"3,968.94",0.015
3/12/2021,"3,943.34",0.025
3/11/2021,"3,939.34",0.028
3/10/2021,"3,898.81",0.03
3/9/2021,"3,875.44",0.035
3/8/2021,"3,821.35",0.035
3/5/2021,"3,841.94",0.028
3/4/2021,"3,768.47",0.028
3/3/2021,"3,819.72",0.035
3/2/2021,"3,870.29",0.035
3/1/2021,"3,901.82",0.028
2/26/2021,"3,811.15",0.035
2/25/2021,"3,829.34",0.033
2/24/2021,"3,925.43",0.028
2/23/2021,"3,881.37",0.023
2/22/2021,"3,876.50",0.025
2/19/2021,"3,906.71",0.023
2/18/2021,"3,913.97",0.023
2/17/2021,"3,931.33",0.035
2/16/2021,"3,932.59",0.035
2/12/2021,"3,934.83",0.035
2/11/2021,"3,916.38",0.035
2/10/2021,"3,909.88",0.035
2/9/2021,"3,911.23",0.033
2/8/2021,"3,915.59",0.02
2/5/2021,"3,886.83",0.023
2/4/2021,"3,871.74",0.03
2/3/2021,"3,830.17",0.04
2/2/2021,"3,826.31",0.05
2/1/2021,"3,773.86",0.048
1/29/2021,"3,714.24",0.048
1/28/2021,"3,787.38",0.055
1/27/2021,"3,750.77",0.06
1/26/2021,"3,849.62",0.068
1/25/2021,"3,855.36",0.07
1/22/2021,"3,841.47",0.07
1/21/2021,"3,853.07",0.073
1/20/2021,"3,851.85",0.075
1/19/2021,"3,798.91",0.073
1/15/2021,"3,768.25",0.075
1/14/2021,"3,795.54",0.075
1/13/2021,"3,809.84",0.08
1/12/2021,"3,801.19",0.08
1/11/2021,"3,799.61",0.08
1/8/2021,"3,824.68",0.08
1/7/2021,"3,803.79",0.08
1/6/2021,"3,748.14",0.078
1/5/2021,"3,726.86",0.078
1/4/2021,"3,700.65",0.068
12/31/2020,"3,756.07",0.065
12/30/2020,"3,732.04",0.07
12/29/2020,"3,727.04",0.09
12/28/2020,"3,735.36",0.08
12/24/2020,"3,703.06",0.075
12/23/2020,"3,690.01",0.075
12/22/2020,"3,687.26",0.078
12/21/2020,"3,694.92",0.078
12/18/2020,"3,709.41",0.08
12/17/2020,"3,722.48",0.08
12/16/2020,"3,701.17",0.075
12/15/2020,"3,694.62",0.07
12/14/2020,"3,647.49",0.06
12/11/2020,"3,663.46",0.065
12/10/2020,"3,668.10",0.07
12/9/2020,"3,672.82",0.07
12/8/2020,"3,702.25",0.068
12/7/2020,"3,691.96",0.07
12/4/2020,"3,699.12",0.075
12/3/2020,"3,666.72",0.075
12/2/2020,"3,669.01",0.075
12/1/2020,"3,662.45",0.08
11/30/2020,"3,621.63",0.075
11/27/2020,"3,638.35",0.073
11/25/2020,"3,629.65",0.08
11/24/2020,"3,635.41",0.08
11/23/2020,"3,577.59",0.07
11/20/2020,"3,557.54",0.058
11/19/2020,"3,581.87",0.06
11/18/2020,"3,567.79",0.075
11/17/2020,"3,609.53",0.08
11/16/2020,"3,626.91",0.075
11/13/2020,"3,585.15",0.083
11/12/2020,"3,537.01",0.085
11/11/2020,"3,572.66",0.09
11/10/2020,"3,545.53",0.09
11/9/2020,"3,550.50",0.088
11/6/2020,"3,509.44",0.083
11/5/2020,"3,510.45",0.085
11/4/2020,"3,443.44",0.083
11/3/2020,"3,369.16",0.09
11/2/2020,"3,310.24",0.083
10/30/2020,"3,269.96",0.083
10/29/2020,"3,310.11",0.083
10/28/2020,"3,271.03",0.09
10/27/2020,"3,390.68",0.09
10/26/2020,"3,400.97",0.08
10/23/2020,"3,465.39",0.083
10/22/2020,"3,453.49",0.085
10/21/2020,"3,435.56",0.09
10/20/2020,"3,443.12",0.095
10/19/2020,"3,426.92",0.09
10/16/2020,"3,483.81",0.09
10/15/2020,"3,483.34",0.095
10/14/2020,"3,488.67",0.1
10/13/2020,"3,511.93",0.093
10/12/2020,"3,534.22",0.09
10/9/2020,"3,477.14",0.093
10/8/2020,"3,446.83",0.088
10/7/2020,"3,419.44",0.088
10/6/2020,"3,360.97",0.088
10/5/2020,"3,408.60",0.085
10/2/2020,"3,348.42",0.085
10/1/2020,"3,380.80",0.083
9/30/2020,"3,363.00",0.085
9/29/2020,"3,335.47",0.085
9/28/2020,"3,351.60",0.088
9/25/2020,"3,298.46",0.09
9/24/2020,"3,246.59",0.093
9/23/2020,"3,236.92",0.088
9/22/2020,"3,315.57",0.088
9/21/2020,"3,281.06",0.08
9/18/2020,"3,319.47",0.083
9/17/2020,"3,357.01",0.085
9/16/2020,"3,385.49",0.1
9/15/2020,"3,401.20",0.1
9/14/2020,"3,383.54",0.1
9/11/2020,"3,340.97",0.103
9/10/2020,"3,339.19",0.103
9/9/2020,"3,398.96",0.105
9/8/2020,"3,331.84",0.108
9/4/2020,"3,426.96",0.103
9/3/2020,"3,455.06",0.1
9/2/2020,"3,580.84",0.1
9/1/2020,"3,526.65",0.1
8/31/2020,"3,500.31",0.095
8/28/2020,"3,508.01",0.095
8/27/2020,"3,484.55",0.095
8/26/2020,"3,478.73",0.093
8/25/2020,"3,443.62",0.095
8/24/2020,"3,431.28",0.085
8/21/2020,"3,397.16",0.088
8/20/2020,"3,385.51",0.088
8/19/2020,"3,374.85",0.095
8/18/2020,"3,389.78",0.1
8/17/2020,"3,381.99",0.085
8/14/2020,"3,372.85",0.088
8/13/2020,"3,373.43",0.09
8/12/2020,"3,380.35",0.1
8/11/2020,"3,333.69",0.1
8/10/2020,"3,360.47",0.088
8/7/2020,"3,351.28",0.088
8/6/2020,"3,349.16",0.088
8/5/2020,"3,327.77",0.095
8/4/2020,"3,306.51",0.09
8/3/2020,"3,294.61",0.078
7/31/2020,"3,271.12",0.083
7/30/2020,"3,246.22",0.085
7/29/2020,"3,258.44",0.09
7/28/2020,"3,218.44",0.103
7/27/2020,"3,239.41",0.093
7/24/2020,"3,215.63",0.098
7/23/2020,"3,235.66",0.103
7/22/2020,"3,276.02",0.1
7/21/2020,"3,257.30",0.11
7/20/2020,"3,251.84",0.105
7/17/2020,"3,224.73",0.105
7/16/2020,"3,215.57",0.103
7/15/2020,"3,226.56",0.125
7/14/2020,"3,197.52",0.133
7/13/2020,"3,155.22",0.125
7/10/2020,"3,185.04",0.12
7/9/2020,"3,152.05",0.123
7/8/2020,"3,169.94",0.135
7/7/2020,"3,145.32",0.14
7/6/2020,"3,179.72",0.128
7/2/2020,"3,130.01",0.133
7/1/2020,"3,115.86",0.13
6/30/2020,"3,100.29",0.135
6/29/2020,"3,053.24",0.125
6/26/2020,"3,009.05",0.133
6/25/2020,"3,083.76",0.13
6/24/2020,"3,050.33",0.135
6/23/2020,"3,131.29",0.14
6/22/2020,"3,117.86",0.14
6/19/2020,"3,097.74",0.143
6/18/2020,"3,115.34",0.14
6/17/2020,"3,113.49",0.165
6/16/2020,"3,124.74",0.16
6/15/2020,"3,066.59",0.155
6/12/2020,"3,041.31",0.15
6/11/2020,"3,002.10",0.153
6/10/2020,"3,190.14",0.165
6/9/2020,"3,207.18",0.165
6/8/2020,"3,232.39",0.153
6/5/2020,"3,193.93",0.145
6/4/2020,"3,112.35",0.14
6/3/2020,"3,122.87",0.148
6/2/2020,"3,080.82",0.145
6/1/2020,"3,055.73",0.128
5/29/2020,"3,044.31",0.128
5/28/2020,"3,029.73",0.138
5/27/2020,"3,036.13",0.135
5/26/2020,"2,991.77",0.118
5/22/2020,"2,955.45",0.11
5/21/2020,"2,948.51",0.11
5/20/2020,"2,971.61",0.118
5/19/2020,"2,922.94",0.118
5/18/2020,"2,953.91",0.105
5/15/2020,"2,863.70",0.103
5/14/2020,"2,852.50",0.105
5/13/2020,"2,820.00",0.115
5/12/2020,"2,870.12",0.123
5/11/2020,"2,930.19",0.105
5/8/2020,"2,929.80",0.095
5/7/2020,"2,881.19",0.095
5/6/2020,"2,848.42",0.108
5/5/2020,"2,868.44",0.11
5/4/2020,"2,842.74",0.09
5/1/2020,"2,830.71",0.093
4/30/2020,"2,912.43",0.09
4/29/2020,"2,939.51",0.09
4/28/2020,"2,863.39",0.085
4/27/2020,"2,878.48",0.093
4/24/2020,"2,836.74",0.1
4/23/2020,"2,797.80",0.093
4/22/2020,"2,799.31",0.093
4/21/2020,"2,736.56",0.098
4/20/2020,"2,823.16",0.07
4/17/2020,"2,874.56",0.103
4/16/2020,"2,799.55",0.11
4/15/2020,"2,783.36",0.115
4/14/2020,"2,846.06",0.165
4/13/2020,"2,761.63",0.2
4/9/2020,"2,789.82",0.21
4/8/2020,"2,749.98",0.185
4/7/2020,"2,659.41",0.128
4/6/2020,"2,663.68",0.06
4/3/2020,"2,488.65",0.058
4/2/2020,"2,526.90",0.065
4/1/2020,"2,470.50",0.063
3/31/2020,"2,584.59",0.03
3/30/2020,"2,626.65",0.013
3/27/2020,"2,541.47",-0.058
3/26/2020,"2,630.07",-0.105
3/25/2020,"2,475.56",-0.07
3/24/2020,"2,447.33",-0.033
3/23/2020,"2,237.40",-0.04
3/20/2020,"2,304.92",-0.033
3/19/2020,"2,409.39",-0.028
3/18/2020,"2,398.10",0.003
3/17/2020,"2,529.19",0.165
3/16/2020,"2,386.13",0.185
3/13/2020,"2,711.02",0.243
3/12/2020,"2,480.64",0.273
3/11/2020,"2,741.38",0.368
3/10/2020,"2,882.23",0.39
3/9/2020,"2,746.56",0.33
3/6/2020,"2,972.37",0.415
3/5/2020,"3,023.94",0.595
3/4/2020,"3,130.12",0.675
3/3/2020,"3,003.37",0.918
3/2/2020,"3,090.23",1.135
2/28/2020,"2,954.22",1.23
2/27/2020,"2,978.76",1.395
2/26/2020,"3,116.39",1.478
2/25/2020,"3,128.21",1.49
2/24/2020,"3,225.89",1.503
2/21/2020,"3,337.75",1.518
2/20/2020,"3,373.23",1.538
2/19/2020,"3,386.15",1.543
2/18/2020,"3,370.29",1.535
2/14/2020,"3,380.16",1.535
2/13/2020,"3,373.94",1.545
2/12/2020,"3,379.45",1.535
2/11/2020,"3,357.75",1.538
2/10/2020,"3,352.09",1.52
2/7/2020,"3,327.71",1.518
2/6/2020,"3,345.78",1.53
2/5/2020,"3,334.69",1.52
2/4/2020,"3,297.59",1.538
2/3/2020,"3,248.92",1.518
1/31/2020,"3,225.52",1.51
1/30/2020,"3,283.66",1.528
1/29/2020,"3,273.40",1.52
1/28/2020,"3,276.24",1.53
1/27/2020,"3,243.63",1.505
1/24/2020,"3,295.47",1.49
1/23/2020,"3,325.54",1.515
1/22/2020,"3,321.75",1.513
1/21/2020,"3,320.79",1.503
1/17/2020,"3,329.62",1.523
1/16/2020,"3,316.81",1.518
1/15/2020,"3,289.29",1.508
1/14/2020,"3,283.15",1.53
1/13/2020,"3,288.13",1.51
1/10/2020,"3,265.35",1.498
1/9/2020,"3,274.70",1.5
1/8/2020,"3,253.05",1.493
1/7/2020,"3,237.18",1.5
1/6/2020,"3,246.28",1.488
1/3/2020,"3,234.85",1.473
1/2/2020,"3,257.85",1.495
12/31/2019,"3,230.78",1.505
12/30/2019,"3,221.29",1.49
12/27/2019,"3,240.02",1.518
12/26/2019,"3,239.91",1.535
12/24/2019,"3,223.38",1.538
12/23/2019,"3,224.01",1.52
12/20/2019,"3,221.22",1.528
12/19/2019,"3,205.37",1.533
12/18/2019,"3,191.14",1.518
12/17/2019,"3,192.52",1.53
12/16/2019,"3,191.45",1.525
12/13/2019,"3,168.80",1.523
12/12/2019,"3,168.57",1.53
12/11/2019,"3,141.63",1.52
12/10/2019,"3,132.52",1.515
12/9/2019,"3,135.96",1.498
12/6/2019,"3,145.91",1.48
12/5/2019,"3,117.43",1.493
12/4/2019,"3,112.76",1.498
12/3/2019,"3,093.20",1.538
12/2/2019,"3,113.87",1.538
11/29/2019,"3,140.98",1.54
11/27/2019,"3,153.63",1.565
11/26/2019,"3,140.52",1.565
11/25/2019,"3,133.64",1.545
11/22/2019,"3,110.29",1.543
11/21/2019,"3,103.54",1.53
11/20/2019,"3,108.46",1.52
11/19/2019,"3,120.18",1.525
11/18/2019,"3,122.03",1.523
11/15/2019,"3,120.46",1.528
11/14/2019,"3,096.63",1.528
11/13/2019,"3,094.04",1.535
11/12/2019,"3,091.84",1.533
11/11/2019,"3,087.01",1.513
11/8/2019,"3,093.08",1.51
11/7/2019,"3,085.18",1.518
11/6/2019,"3,076.78",1.515
11/5/2019,"3,074.62",1.518
11/4/2019,"3,078.27",1.503
11/1/2019,"3,066.91",1.485
10/31/2019,"3,037.56",1.498
10/30/2019,"3,046.77",1.595
10/29/2019,"3,036.89",1.595
10/28/2019,"3,039.42",1.605
10/25/2019,"3,022.55",1.625
10/24/2019,"3,010.29",1.623
10/23/2019,"3,004.52",1.615
10/22/2019,"2,995.99",1.615
10/21/2019,"3,006.72",1.625
10/18/2019,"2,986.20",1.625
10/17/2019,"2,997.95",1.625
10/16/2019,"2,989.69",1.615
10/15/2019,"2,995.68",1.618
10/14/2019,"2,966.15",1.618
10/11/2019,"2,970.27",1.623
10/10/2019,"2,938.13",1.633
10/9/2019,"2,919.40",1.628
10/8/2019,"2,893.06",1.655
10/7/2019,"2,938.79",1.673
10/4/2019,"2,952.01",1.655
10/3/2019,"2,910.63",1.665
10/2/2019,"2,887.61",1.735
10/1/2019,"2,940.25",1.753
9/30/2019,"2,976.74",1.77
9/27/2019,"2,961.79",1.73
9/26/2019,"2,977.62",1.77
9/25/2019,"2,984.87",1.845
9/24/2019,"2,966.60",1.88
9/23/2019,"2,991.78",1.845
9/20/2019,"2,992.07",1.85
9/19/2019,"3,006.79",1.883
9/18/2019,"3,006.73",1.88
9/17/2019,"3,005.70",1.938
9/16/2019,"2,997.96",1.945
9/13/2019,"3,007.39",1.9
9/12/2019,"3,009.57",1.895
9/11/2019,"3,000.93",1.913
9/10/2019,"2,979.39",1.913
9/9/2019,"2,978.43",1.908
9/6/2019,"2,978.71",1.91
9/5/2019,"2,976.00",1.92
9/4/2019,"2,937.78",1.905
9/3/2019,"2,906.27",1.91
8/30/2019,"2,926.46",1.933
8/29/2019,"2,924.58",1.94
8/28/2019,"2,887.94",1.94
8/27/2019,"2,869.16",1.943
8/26/2019,"2,878.38",1.933
8/23/2019,"2,847.11",1.91
8/22/2019,"2,922.95",1.938
8/21/2019,"2,924.43",1.928
8/20/2019,"2,900.51",1.9
8/19/2019,"2,923.65",1.853
8/16/2019,"2,888.68",1.823
8/15/2019,"2,847.60",1.843
8/14/2019,"2,840.60",1.908
8/13/2019,"2,926.32",1.955
8/12/2019,"2,882.70",1.928
8/9/2019,"2,918.65",1.95
8/8/2019,"2,938.09",1.97
8/7/2019,"2,883.98",1.968
8/6/2019,"2,881.77",1.995
8/5/2019,"2,844.74",1.953
8/2/2019,"2,932.05",2
8/1/2019,"2,953.56",2.03
7/31/2019,"2,980.38",2.03
7/30/2019,"3,013.18",2.04
7/29/2019,"3,020.97",2.05
7/26/2019,"3,025.86",2.063
7/25/2019,"3,003.67",2.06
7/24/2019,"3,019.56",2.04
7/23/2019,"3,005.47",2.033
7/22/2019,"2,985.03",2.025
7/19/2019,"2,976.61",2.013
7/18/2019,"2,995.11",2.013
7/17/2019,"2,984.42",2.073
7/16/2019,"3,004.04",2.103
7/15/2019,"3,014.30",2.085
7/12/2019,"3,013.77",2.09
7/11/2019,"2,999.91",2.098
7/10/2019,"2,993.07",2.13
7/9/2019,"2,979.63",2.195
7/8/2019,"2,975.95",2.178
7/5/2019,"2,990.41",2.163
7/3/2019,"2,995.82",2.15
7/2/2019,"2,973.01",2.148
7/1/2019,"2,964.33",2.065
6/28/2019,"2,941.76",2.035
6/27/2019,"2,924.92",2.085
6/26/2019,"2,913.78",2.093
6/25/2019,"2,917.38",2.083
6/24/2019,"2,945.35",2.058
6/21/2019,"2,950.46",2.055
6/20/2019,"2,954.18",2.078
6/19/2019,"2,926.46",2.125
6/18/2019,"2,917.75",2.168
6/17/2019,"2,889.67",2.138
6/14/2019,"2,886.98",2.125
6/13/2019,"2,891.64",2.14
6/12/2019,"2,879.84",2.165
6/11/2019,"2,885.72",2.213
6/10/2019,"2,886.73",2.22
6/7/2019,"2,873.34",2.215
6/6/2019,"2,843.49",2.255
6/5/2019,"2,826.15",2.285
6/4/2019,"2,803.27",2.295
6/3/2019,"2,744.45",2.28
5/31/2019,"2,752.06",2.293
5/30/2019,"2,788.86",2.31
5/29/2019,"2,783.02",2.298
5/28/2019,"2,802.39",2.298
5/24/2019,"2,826.06",2.288
5/23/2019,"2,822.24",2.303
5/22/2019,"2,856.27",2.32
5/21/2019,"2,864.36",2.33
5/20/2019,"2,840.23",2.32
5/17/2019,"2,859.53",2.33
5/16/2019,"2,876.32",2.338
5/15/2019,"2,850.96",2.35
5/14/2019,"2,834.41",2.353
5/13/2019,"2,811.87",2.35
5/10/2019,"2,881.40",2.37
5/9/2019,"2,870.72",2.37
5/8/2019,"2,879.42",2.37
5/7/2019,"2,884.05",2.368
5/6/2019,"2,932.47",2.363
5/3/2019,"2,945.64",2.368
5/2/2019,"2,917.52",2.373
5/1/2019,"2,923.73",2.363
4/30/2019,"2,945.83",2.368
4/29/2019,"2,943.03",2.36
4/26/2019,"2,939.88",2.36
4/25/2019,"2,926.17",2.365
4/24/2019,"2,927.25",2.375
4/23/2019,"2,933.68",2.39
4/22/2019,"2,907.97",2.375
4/18/2019,"2,905.03",2.365
4/17/2019,"2,900.45",2.38
4/16/2019,"2,907.06",2.378
4/15/2019,"2,905.58",2.36
4/12/2019,"2,907.41",2.375
4/11/2019,"2,888.32",2.365
4/10/2019,"2,888.21",2.363
4/9/2019,"2,878.20",2.365
4/8/2019,"2,895.77",2.365
4/5/2019,"2,892.74",2.37
4/4/2019,"2,879.39",2.37
4/3/2019,"2,873.40",2.373
4/2/2019,"2,867.24",2.37
4/1/2019,"2,867.19",2.323
3/29/2019,"2,834.40",2.328
3/28/2019,"2,815.44",2.37
3/27/2019,"2,805.37",2.378
3/26/2019,"2,818.46",2.405
3/25/2019,"2,798.36",2.39
3/22/2019,"2,800.71",2.398
3/21/2019,"2,854.88",2.408
3/20/2019,"2,824.23",2.408
3/19/2019,"2,832.57",2.405
3/18/2019,"2,832.94",2.385
3/15/2019,"2,822.48",2.388
3/14/2019,"2,808.48",2.388
3/13/2019,"2,810.92",2.388
3/12/2019,"2,791.52",2.395
3/11/2019,"2,783.30",2.38
3/8/2019,"2,743.07",2.393
3/7/2019,"2,748.93",2.395
3/6/2019,"2,771.45",2.405
3/5/2019,"2,789.65",2.4
3/4/2019,"2,792.81",2.375
3/1/2019,"2,803.69",2.378
2/28/2019,"2,784.49",2.383
2/27/2019,"2,792.38",2.393
2/26/2019,"2,793.90",2.4
2/25/2019,"2,796.11",2.393
2/22/2019,"2,792.67",2.393
2/21/2019,"2,774.88",2.395
2/20/2019,"2,784.70",2.383
2/19/2019,"2,779.76",2.373
2/15/2019,"2,775.60",2.37
2/14/2019,"2,745.73",2.373
2/13/2019,"2,753.03",2.373
2/12/2019,"2,744.73",2.378
2/11/2019,"2,709.80",2.375
2/8/2019,"2,707.88",2.365
2/7/2019,"2,706.05",2.355
2/6/2019,"2,731.61",2.365
2/5/2019,"2,737.70",2.365
2/4/2019,"2,724.87",2.335
2/1/2019,"2,706.53",2.34
1/31/2019,"2,704.10",2.34
1/30/2019,"2,681.05",2.365
1/29/2019,"2,640.00",2.365
1/28/2019,"2,643.85",2.333
1/25/2019,"2,664.76",2.328
1/24/2019,"2,642.33",2.305
1/23/2019,"2,638.70",2.353
1/22/2019,"2,632.90",2.345
1/18/2019,"2,670.71",2.348
1/17/2019,"2,635.96",2.355
1/16/2019,"2,616.10",2.363
1/15/2019,"2,610.30",2.383
1/14/2019,"2,582.61",2.36
1/11/2019,"2,596.26",2.37
1/10/2019,"2,596.64",2.375
1/9/2019,"2,584.96",2.39
1/8/2019,"2,574.41",2.4
1/7/2019,"2,549.69",2.353
1/4/2019,"2,531.94",2.358
1/3/2019,"2,447.89",2.355
1/2/2019,"2,510.03",2.365
12/31/2018,"2,506.85",2.3
12/28/2018,"2,485.74",2.328
12/27/2018,"2,488.83",2.348
12/26/2018,"2,467.70",2.38
12/24/2018,"2,351.10",2.333
12/21/2018,"2,416.62",2.33
12/20/2018,"2,467.42",2.335
12/19/2018,"2,506.96",2.338
12/18/2018,"2,546.16",2.328
12/17/2018,"2,545.94",2.34
12/14/2018,"2,599.95",2.368
12/13/2018,"2,650.54",2.363
12/12/2018,"2,651.07",2.375
12/11/2018,"2,636.78",2.37
12/10/2018,"2,637.72",2.33
12/7/2018,"2,633.08",2.34
12/6/2018,"2,695.95",2.353
12/4/2018,"2,700.06",2.365
12/3/2018,"2,790.37",2.288
11/30/2018,"2,760.17",2.308
11/29/2018,"2,737.80",2.31
11/28/2018,"2,743.79",2.335
11/27/2018,"2,682.17",2.353
11/26/2018,"2,673.45",2.343
11/23/2018,"2,632.56",2.348
11/21/2018,"2,649.93",2.35
11/20/2018,"2,641.89",2.335
11/19/2018,"2,690.73",2.3
11/16/2018,"2,736.27",2.3
11/15/2018,"2,730.20",2.31
11/14/2018,"2,701.58",2.325
11/13/2018,"2,722.18",2.295
11/12/2018,"2,726.22",2.3
11/9/2018,"2,781.01",2.3
11/8/2018,"2,806.83",2.303
11/7/2018,"2,813.89",2.31
11/6/2018,"2,755.45",2.31
11/5/2018,"2,738.31",2.268
11/2/2018,"2,723.06",2.273
11/1/2018,"2,740.37",2.27
10/31/2018,"2,711.74",2.278
10/30/2018,"2,682.63",2.283
